ppm_norm,gln.8
0.767114717,0
0.767214,0
0.767596,0
0.767977,0
0.768214221,0
0.768359,0.002000471
0.768741,0.002716185
0.769122,0
0.769313724,0
0.769504,0
0.769886,0
0.770267,0
0.770413228,0
0.770649,0
0.77103,0
0.771412,0
0.771512731,0
0.771794,0.000562517
0.772175,0.001461891
0.772557,0
0.772612235,0
0.772939,0
0.77332,0
0.773702,0
0.773711738,0
0.774084,0
0.774465,0
0.774811242,0.001986347
0.774847,0
0.775229,0
0.77561,0
0.775910745,0
0.775992,0
0.776373,0
0.776755,0.000462291
0.777010249,0
0.777137,0
0.777518,0
0.7779,0
0.778109753,0
0.778282,0
0.778663,0
0.779045,0.001878036
0.779209256,0.001812789
0.779427,0.000790152
0.779808,0
0.78019,0
0.78030876,0
0.780571,0.001440305
0.780953,0.003214546
0.781335,0.004159917
0.781408263,0.002332207
0.781716,0.001561381
0.782098,0
0.78248,0
0.782507767,0
0.782861,0
0.783243,0
0.78360727,0
0.783625,0
0.784006,0
0.784388,0
0.784706774,0.000491818
0.78477,1.09E-05
0.785151,0
0.785533,0
0.785806277,0
0.785914,0
0.786296,0
0.786678,0
0.786905781,0
0.787059,0
0.787441,0
0.787823,0.008428135
0.788005285,0.006356897
0.788204,0.002365619
0.788586,0
0.788968,0
0.789104788,0
0.789349,0
0.789731,0
0.790113,0
0.790204292,0.003266376
0.790494,0.003322168
0.790876,0.003408422
0.791257,0
0.791303795,0
0.791639,0
0.792021,0
0.792402,0
0.792403299,0
0.792784,0
0.793166,0
0.793502802,0
0.793547,0
0.793929,0
0.794311,0
0.794602306,0
0.794692,0
0.795074,0
0.795455,0
0.79570181,0
0.795837,0
0.796219,0
0.7966,0.00031373
0.796801313,0.002271472
0.796982,0.000702025
0.797364,0
0.797745,0
0.797900817,0
0.798127,0
0.798509,0
0.79889,0
0.79900032,0
0.799272,0.002767446
0.799654,0.006062802
0.800035,0.009680888
0.800099824,0
0.800417,0
0.800798,0
0.80118,0
0.801199327,0
0.801562,0
0.801943,0
0.802298831,0
0.802325,0
0.802707,7.05E-05
0.803088,0.000672675
0.803398334,0.002210802
0.80347,0.004130875
0.803852,0.004155156
0.804233,0.001704811
0.804497838,0
0.804615,0
0.804997,0
0.805378,0
0.805597342,0
0.80576,0
0.806141,0
0.806523,0
0.806696845,0
0.806905,0
0.807286,0
0.807668,0
0.807796349,0
0.80805,0
0.808431,0
0.808813,0
0.808895852,0
0.809195,0
0.809576,0
0.809958,0
0.809995356,0.000709584
0.81034,0.000508001
0.810721,0
0.811094859,0
0.811103,0
0.811484,0
0.811866,0
0.812194363,0
0.812248,0
0.812629,0
0.813011,0
0.813293866,0.00243535
0.813393,0.000234037
0.813774,7.44E-05
0.814156,0.000579478
0.81439337,0.004218649
0.814538,0.000779877
0.814919,0
0.815301,0
0.815492874,0
0.815682,0
0.816064,0
0.816446,0
0.816592377,0
0.816827,0.000802097
0.817209,0.001377738
0.817591,0.008714995
0.817691881,0
0.817972,0
0.818354,0
0.818736,0
0.818791384,0
0.819117,0
0.819499,0
0.819881,0
0.819890888,0
0.820262,0
0.820644,0
0.820990391,0
0.821025,0
0.821407,0
0.821789,0
0.822089895,0
0.82217,0
0.822552,0
0.822934,0
0.823189398,0
0.823315,0.000147708
0.823697,0.000167938
0.824079,0.004883121
0.824288902,0.001220273
0.82446,0.000290435
0.824842,0
0.825224,0
0.825388406,0
0.825605,0
0.825987,0
0.826368,0
0.826487909,0
0.82675,0
0.827132,0
0.827513,0
0.827587413,0
0.827895,0
0.828277,0
0.828658,0
0.828686916,0
0.82904,0
0.829422,0
0.82978642,0
0.829803,0
0.830185,0.000166407
0.830566,0.000943212
0.830885923,0
0.830948,0
0.83133,0
0.831711,0
0.831985427,0
0.832093,0.00443496
0.832475,0.004708271
0.832856,0.003501904
0.83308493,0
0.833238,0
0.83362,0
0.834001,0
0.834184434,0
0.834383,0
0.834765,0
0.835146,0
0.835283938,0
0.835528,0
0.835909,0
0.836291,0.00079909
0.836383441,0.004022549
0.836673,0.002711313
0.837054,0.001250382
0.837436,0
0.837482945,0
0.837818,0
0.838199,0
0.838581,0
0.838582448,0
0.838963,0
0.839344,0
0.839681952,0
0.839726,0
0.840108,0
0.840489,0
0.840781455,0
0.840871,0
0.841252,0
0.841634,0
0.841880959,0
0.842016,0
0.842397,0
0.842779,0
0.842980462,0
0.843161,0.003523522
0.843542,0.004578535
0.843924,0.001727482
0.844079966,0
0.844306,0
0.844687,0
0.845069,0
0.84517947,0
0.845451,0
0.845832,0
0.846214,0
0.846278973,0
0.846595,0
0.846977,0
0.847359,0
0.847378477,0
0.84774,0
0.848122,0
0.84847798,0
0.848504,0
0.848885,0
0.849267,0
0.849577484,4.41E-05
0.849649,0
0.85003,0
0.850412,0
0.850676987,0
0.850793,0
0.851175,0
0.851557,0
0.851776491,0
0.851938,0
0.85232,0
0.852702,0
0.852875995,0
0.853083,0.001778249
0.853465,0.002482511
0.853847,0
0.853975498,0
0.854228,0
0.85461,0
0.854992,0
0.855075002,0
0.855373,0
0.855755,0
0.856136,0
0.856174505,0
0.856518,0
0.8569,0
0.857274009,0
0.857281,0
0.857663,0
0.858045,0
0.858373512,0
0.858426,0
0.858808,0
0.85919,0
0.859473016,0
0.859571,0
0.859953,0
0.860335,0
0.860572519,0
0.860716,0
0.861098,0
0.861479,0.00144722
0.861672023,0.00078248
0.861861,0.00017281
0.862243,0
0.862624,0
0.862771527,0
0.863006,0
0.863388,0
0.863769,0
0.86387103,0
0.864151,0
0.864533,0
0.864914,0
0.864970534,0
0.865296,0.00196034
0.865677,0.004586249
0.866059,0.003375942
0.866070037,0
0.866441,0
0.866822,0
0.867169541,0
0.867204,0
0.867586,0
0.867967,0
0.868269044,0
0.868349,0.002304885
0.868731,0.002317134
0.869112,0.00246665
0.869368548,0
0.869494,0
0.869876,0
0.870257,0
0.870468051,0
0.870639,0
0.87102,0
0.871402,0
0.871567555,0
0.871784,0
0.872165,0
0.872547,0
0.872667059,0
0.872929,0
0.87331,0
0.873692,0
0.873766562,0
0.874074,0
0.874455,0
0.874837,0
0.874866066,0
0.875219,0
0.8756,0
0.875965569,0
0.875982,0
0.876363,0.000664815
0.876745,0.002599662
0.877065073,0.000710507
0.877127,0
0.877508,0
0.87789,0
0.878164576,0
0.878272,0
0.878653,0
0.879035,0
0.87926408,0
0.879417,0
0.879798,0
0.88018,0
0.880363583,0
0.880562,0
0.880943,0
0.881325,0
0.881463087,0
0.881706,0.004013553
0.882088,0.005984757
0.88247,0
0.882562591,0
0.882851,0
0.883233,0
0.883615,0.006016352
0.883662094,0.007907389
0.883996,0.004463417
0.884378,0
0.88476,0
0.884761598,0
0.885141,0
0.885523,0
0.885861101,0
0.885904,0
0.886286,0.0003308
0.886668,0.001633253
0.886960605,0
0.887049,0
0.887431,0.000177185
0.887813,0.002077126
0.888060108,0
0.888194,0
0.888576,0
0.888958,0
0.889159612,0
0.889339,0
0.889721,0
0.890103,0
0.890259115,0.001534086
0.890484,0.004208585
0.890866,0.005183333
0.891247,0
0.891358619,0
0.891629,0
0.892011,0
0.892392,0
0.892458123,0
0.892774,0
0.893156,0
0.893537,0
0.893557626,0
0.893919,0
0.894301,0
0.89465713,0
0.894682,0
0.895064,0
0.895446,0
0.895756633,0
0.895827,0
0.896209,0
0.89659,0
0.896856137,0
0.896972,0
0.897354,0
0.897735,0
0.89795564,0
0.898117,0
0.898499,0
0.89888,0
0.899055144,0
0.899262,0
0.899644,0
0.900025,0
0.900154647,0
0.900407,0
0.900789,0
0.90117,0
0.901254151,0
0.901552,0
0.901933,0
0.902315,0
0.902353655,0
0.902697,0
0.903078,0
0.903453158,0
0.90346,0
0.903842,0.000182403
0.904223,0.000558255
0.904552662,0
0.904605,0
0.904987,0
0.905368,0
0.905652165,0
0.90575,0
0.906131,3.24E-05
0.906513,0.000349717
0.906751669,0.001039749
0.906895,2.60E-05
0.907276,0
0.907658,0
0.907851172,0
0.90804,0
0.908421,0
0.908803,0
0.908950676,0
0.909185,0
0.909566,0
0.909948,0
0.910050179,0
0.91033,0
0.910711,0
0.911093,0
0.911149683,0
0.911474,0
0.911856,0
0.912238,0
0.912249187,0
0.912619,0
0.913001,0
0.91334869,0
0.913383,0
0.913764,0
0.914146,0
0.914448194,0
0.914528,0
0.914909,0
0.915291,0
0.915547697,0
0.915673,0
0.916054,0
0.916436,0
0.916647201,0
0.916817,0
0.917199,0
0.917581,0
0.917746704,0
0.917962,0
0.918344,0
0.918726,0
0.918846208,0
0.919107,0
0.919489,0
0.919871,0
0.919945712,0
0.920252,0
0.920634,0
0.921015,0.005991179
0.921045215,0.010832555
0.921397,0.005919416
0.921779,0
0.922144719,0
0.92216,0
0.922542,0
0.922924,0
0.923244222,0
0.923305,0
0.923687,0
0.924069,0
0.924343726,0
0.92445,0
0.924832,0
0.925214,0
0.925443229,0
0.925595,0
0.925977,0
0.926358,0
0.926542733,0
0.92674,0
0.927122,0
0.927503,0
0.927642236,0
0.927885,0
0.928267,0
0.928648,0
0.92874174,0.000486282
0.92903,0.000178519
0.929412,0
0.929793,0
0.929841244,0
0.930175,0
0.930557,0
0.930938,0.002848736
0.930940747,0.00012826
0.93132,0.000499546
0.931701,0.001060169
0.932040251,0.000659756
0.932083,0
0.932465,0
0.932846,0
0.933139754,0
0.933228,0
0.93361,0
0.933991,0
0.934239258,0
0.934373,0.001471598
0.934755,0.001402873
0.935136,0
0.935338761,0
0.935518,0
0.9359,0
0.936281,0
0.936438265,0.004289275
0.936663,0.002748964
0.937044,0.002392868
0.937426,0
0.937537768,0
0.937808,0
0.938189,0
0.938571,0
0.938637272,0
0.938953,0
0.939334,0
0.939716,0
0.939736776,0
0.940098,0
0.940479,0
0.940836279,0
0.940861,0
0.941242,0
0.941624,0
0.941935783,0
0.942006,0
0.942387,0
0.942769,0
0.943035286,0
0.943151,0
0.943532,0
0.943914,0
0.94413479,0
0.944296,0
0.944677,0
0.945059,0
0.945234293,0
0.945441,0
0.945822,0
0.946204,0
0.946333797,0
0.946585,0
0.946967,0
0.947349,0
0.9474333,0
0.94773,0
0.948112,0
0.948494,0
0.948532804,0
0.948875,0
0.949257,0
0.949632308,0
0.949639,0
0.95002,0
0.950402,0
0.950731811,0
0.950784,0
0.951165,0
0.951547,0
0.951831315,0
0.951928,0
0.95231,0
0.952692,0
0.952930818,0
0.953073,0
0.953455,0
0.953837,0
0.954030322,0
0.954218,0
0.9546,0
0.954982,0
0.955129825,0
0.955363,0
0.955745,0
0.956126,0
0.956229329,0
0.956508,0
0.95689,0
0.957271,0
0.957328832,0
0.957653,0
0.958035,0
0.958416,0
0.958428336,0
0.958798,0
0.95918,0
0.95952784,0
0.959561,0
0.959943,0
0.960325,0
0.960627343,0
0.960706,0.003257536
0.961088,0.00357544
0.961469,0.004606789
0.961726847,0
0.961851,0
0.962233,0
0.962614,0
0.96282635,0
0.962996,0
0.963378,0
0.963759,0
0.963925854,0
0.964141,0.001390376
0.964523,0.001572998
0.964904,0
0.965025357,0
0.965286,0
0.965668,0
0.966049,0
0.966124861,0
0.966431,0
0.966812,0
0.967194,0
0.967224364,0
0.967576,0.000149776
0.967957,0.000281435
0.968323868,0
0.968339,0
0.968721,0
0.969102,0
0.969423372,0
0.969484,0
0.969866,0
0.970247,0
0.970522875,0
0.970629,0
0.971011,0
0.971392,0
0.971622379,0
0.971774,0
0.972155,0
0.972537,0
0.972721882,0
0.972919,0
0.9733,0
0.973682,0
0.973821386,0
0.974064,0
0.974445,0
0.974827,0
0.974920889,0
0.975209,0
0.97559,0
0.975972,0.001434837
0.976020393,0
0.976353,0
0.976735,0
0.977117,0.005181773
0.977119897,0.009851964
0.977498,0.005139751
0.97788,0
0.9782194,0
0.978262,0
0.978643,0
0.979025,0
0.979318904,0
0.979407,0
0.979788,0
0.98017,0
0.980418407,0
0.980552,0
0.980933,0
0.981315,0
0.981517911,0
0.981696,0
0.982078,0
0.98246,0
0.982617414,0
0.982841,0
0.983223,0
0.983605,0
0.983716918,0
0.983986,0
0.984368,0
0.98475,0
0.984816421,0
0.985131,0
0.985513,0
0.985895,0
0.985915925,0
0.986276,0
0.986658,0
0.987015429,0
0.987039,0
0.987421,0.000703771
0.987803,0.00165777
0.988114932,0.001009021
0.988184,0
0.988566,0
0.988948,0
0.989214436,0
0.989329,0.002498696
0.989711,0.002023811
0.990093,0
0.990313939,0
0.990474,0
0.990856,0
0.991237,0
0.991413443,0
0.991619,0
0.992001,0
0.992382,0
0.992512946,0
0.992764,0
0.993146,0
0.993527,0
0.99361245,0
0.993909,0
0.994291,0
0.994672,0
0.994711953,0
0.995054,0
0.995436,0
0.995811457,0
0.995817,0
0.996199,0
0.99658,0
0.996910961,0.002919851
0.996962,0
0.997344,0
0.997725,0
0.998010464,0
0.998107,0
0.998489,0
0.99887,0
0.999109968,0
0.999252,0
0.999634,0
1.00002,0
1.000209471,0
1.0004,0
1.00078,0
1.00116,0
1.001308975,0
1.00154,0.000141991
1.00192,0.000156865
1.00231,0
1.002408478,0
1.00269,0
1.00307,0
1.00345,0
1.003507982,0
1.00383,0
1.00421,0
1.00459,0
1.004607485,0
1.00498,0
1.00536,0
1.005706989,0
1.00574,0
1.00612,0
1.0065,0
1.006806493,0
1.00688,0
1.00727,0
1.00765,0
1.007905996,0
1.00803,0
1.00841,0
1.00879,0
1.0090055,0
1.00917,0
1.00956,0
1.00994,0
1.010105003,0
1.01032,0
1.0107,0
1.01108,0
1.011204507,0
1.01146,0
1.01185,0
1.01223,0
1.01230401,0
1.01261,0
1.01299,0
1.01337,0
1.013403514,0
1.01375,0
1.01414,0
1.014503017,0
1.01452,0
1.0149,0
1.01528,0
1.015602521,0
1.01566,0
1.01604,0
1.01643,0
1.016702025,0
1.01681,0
1.01719,0
1.01757,0
1.017801528,0
1.01795,0.002952765
1.01833,0.002737816
1.01872,0.001524674
1.018901032,0
1.0191,0
1.01948,0
1.01986,0
1.020000535,0
1.02024,0
1.02062,0
1.02101,0.002044092
1.021100039,0.009323974
1.02139,0.002015906
1.02177,0
1.02215,0
1.022199542,0
1.02253,0
1.02291,0
1.023299046,0
1.0233,0.002827347
1.02368,0.001277724
1.02406,0
1.024398549,0
1.02444,0
1.02482,0
1.0252,0
1.025498053,0
1.02559,0
1.02597,0
1.02635,0
1.026597557,0
1.02673,0
1.02711,0
1.02749,0
1.02769706,0.005153409
1.02788,0
1.02826,0
1.02864,0
1.028796564,0
1.02902,0.001643219
1.0294,0.00169061
1.02978,0
1.029896067,0
1.03016,0
1.03055,0
1.03093,0.001944408
1.030995571,0
1.03131,0
1.03169,0
1.03207,0
1.032095074,0
1.03245,0
1.03284,0
1.033194578,0
1.03322,0
1.0336,0
1.03398,0
1.034294082,0
1.03436,0
1.03474,0
1.03513,0
1.035393585,0
1.03551,0
1.03589,0
1.03627,0
1.036493089,0
1.03665,0.004849939
1.03703,0.0057208
1.03742,0.010287956
1.037592592,0
1.0378,0
1.03818,9.35E-06
1.03856,0.000321112
1.038692096,0.00253698
1.03894,0.00019171
1.03932,0
1.03971,0
1.039791599,0
1.04009,0
1.04047,0
1.04085,0
1.040891103,0
1.04123,0
1.04161,0
1.041990606,0
1.042,0
1.04238,0
1.04276,0
1.04309011,0
1.04314,0
1.04352,0
1.0439,0
1.044189614,0
1.04429,0
1.04467,0
1.04505,0
1.045289117,0
1.04543,0
1.04581,0
1.04619,0
1.046388621,0
1.04658,0.002122718
1.04696,0.001939543
1.04734,0
1.047488124,0
1.04772,0
1.0481,0
1.04848,0
1.048587628,0
1.04887,0
1.04925,0
1.04963,0
1.049687131,0
1.05001,0
1.05039,0
1.05077,0
1.050786635,0
1.05116,0
1.05154,0
1.051886138,0
1.05192,0
1.0523,0.001068256
1.05268,0.002093892
1.052985642,0.002298509
1.05306,0
1.05345,0
1.05383,0
1.054085146,0
1.05421,0
1.05459,0
1.05497,0
1.055184649,0
1.05535,0
1.05573,0
1.05612,0
1.056284153,0
1.0565,0
1.05688,0
1.05726,0
1.057383656,0
1.05764,0
1.05802,0
1.05841,0
1.05848316,0
1.05879,0
1.05917,0
1.05955,0
1.059582663,0
1.05993,0
1.06031,0
1.060682167,0
1.0607,0
1.06108,0
1.06146,0
1.06178167,0
1.06184,0
1.06222,0
1.0626,0
1.062881174,0
1.06299,0
1.06337,0
1.06375,0
1.063980678,0
1.06413,0
1.06451,0
1.06489,0
1.065080181,0
1.06528,0
1.06566,0
1.06604,0
1.066179685,0
1.06642,0
1.0668,0
1.06718,0
1.067279188,0
1.06757,0
1.06795,0
1.06833,0
1.068378692,0
1.06871,0
1.06909,0
1.06947,0
1.069478195,0
1.06986,0
1.07024,0
1.070577699,0
1.07062,0
1.071,0
1.07138,0
1.071677202,0
1.07176,0
1.07215,0
1.07253,0
1.072776706,0
1.07291,0
1.07329,0
1.07367,0
1.07387621,0
1.07405,0
1.07444,0
1.07482,0
1.074975713,0
1.0752,0
1.07558,0
1.07596,0
1.076075217,0
1.07634,0
1.07673,0
1.07711,0
1.07717472,0
1.07749,0
1.07787,0
1.07825,0
1.078274224,0
1.07863,0
1.07902,0
1.079373727,0
1.0794,0
1.07978,0
1.08016,0
1.080473231,0
1.08054,0
1.08092,0
1.0813,0
1.081572734,0
1.08169,0
1.08207,0
1.08245,0
1.082672238,0
1.08283,0
1.08321,0
1.08359,0
1.083771742,0
1.08398,0
1.08436,0
1.08474,0
1.084871245,0
1.08512,0
1.0855,0
1.08588,0
1.085970749,0
1.08627,0
1.08665,0
1.08703,0
1.087070252,0
1.08741,0
1.08779,0
1.088169756,0
1.08817,0
1.08856,0
1.08894,0
1.089269259,0
1.08932,0
1.0897,0
1.09008,0
1.090368763,0
1.09046,0
1.09085,0
1.09123,0
1.091468266,0
1.09161,0
1.09199,0
1.09237,0
1.09256777,0
1.09275,0
1.09314,0
1.09352,0
1.093667274,0
1.0939,0
1.09428,0
1.09466,0
1.094766777,0
1.09504,0
1.09543,0
1.09581,0
1.095866281,0
1.09619,0
1.09657,0
1.09695,0
1.096965784,0
1.09733,0
1.09772,0
1.098065288,0
1.0981,0
1.09848,0
1.09886,0
1.099164791,0
1.09924,0
1.09962,0
1.10001,0
1.100264295,0
1.10039,0
1.10077,0
1.10115,0
1.101363799,0
1.10153,0
1.10191,0
1.1023,0
1.102463302,0
1.10268,0
1.10306,0
1.10344,0
1.103562806,0
1.10382,0
1.1042,0
1.10458,0
1.104662309,0
1.10497,0
1.10535,0
1.10573,0
1.105761813,0
1.10611,0
1.10649,0
1.106861316,0
1.10687,0
1.10726,0
1.10764,0
1.10796082,0
1.10802,0
1.1084,0
1.10878,0
1.109060323,0
1.10916,0
1.10955,0
1.10993,0
1.110159827,0
1.11031,0
1.11069,0
1.11107,0
1.111259331,0
1.11145,0
1.11184,0
1.11222,0
1.112358834,0
1.1126,0
1.11298,0
1.11336,0
1.113458338,0
1.11374,0
1.11413,0
1.11451,0
1.114557841,0
1.11489,0
1.11527,0
1.11565,0
1.115657345,0
1.11603,0
1.11642,0
1.116756848,0
1.1168,0
1.11718,0
1.11756,0
1.117856352,0
1.11794,0
1.11832,0
1.11871,0
1.118955855,0
1.11909,0
1.11947,0
1.11985,0
1.120055359,0
1.12023,0
1.12061,0
1.121,0
1.121154863,0
1.12138,0
1.12176,0
1.12214,0
1.122254366,0
1.12252,0
1.1229,0
1.12329,0
1.12335387,0
1.12367,0
1.12405,0
1.12443,0
1.124453373,0
1.12481,0
1.12519,0
1.125552877,0
1.12558,0
1.12596,0
1.12634,0
1.12665238,0
1.12672,0
1.1271,0
1.12748,0
1.127751884,0
1.12787,0
1.12825,0
1.12863,0
1.128851387,0
1.12901,0
1.12939,0
1.12977,0
1.129950891,0
1.13015,0
1.13054,0
1.13092,0
1.131050395,0
1.1313,0
1.13168,0
1.13206,0
1.132149898,0
1.13244,0
1.13283,0
1.13321,0
1.133249402,0
1.13359,0
1.13397,0
1.134348905,0
1.13435,0
1.13473,0.004319708
1.13512,0.005862292
1.135448409,0
1.1355,0
1.13588,0
1.13626,0
1.136547912,0
1.13664,0
1.13702,0
1.13741,0
1.137647416,0
1.13779,0
1.13817,0
1.13855,0
1.138746919,0
1.13893,0
1.13931,0
1.1397,0
1.139846423,0
1.14008,0
1.14046,0
1.14084,0
1.140945927,0
1.14122,0
1.1416,0
1.14199,0
1.14204543,0
1.14237,0
1.14275,0
1.14313,0
1.143144934,0
1.14351,0
1.14389,0
1.144244437,0
1.14428,0
1.14466,0
1.14504,0
1.145343941,0
1.14542,0
1.1458,0
1.14618,0
1.146443444,0
1.14657,0
1.14695,0
1.14733,0
1.147542948,0
1.14771,0
1.14809,0
1.14847,0
1.148642451,0
1.14886,0
1.14924,0
1.14962,0
1.149741955,0
1.15,0
1.15038,0
1.15076,0
1.150841459,0
1.15115,0
1.15153,0
1.15191,0
1.151940962,0
1.15229,0
1.15267,0
1.153040466,0
1.15305,0
1.15344,0
1.15382,0
1.154139969,0
1.1542,0.001076603
1.15458,0.000413977
1.15496,0
1.155239473,0
1.15534,0
1.15572,0
1.15611,0
1.156338976,0
1.15649,0
1.15687,0
1.15725,0
1.15743848,0
1.15763,0
1.15801,0
1.1584,0
1.158537984,0
1.15878,0
1.15916,0
1.15954,0
1.159637487,0
1.15992,0
1.1603,0
1.16069,0
1.160736991,0.00523305
1.16107,0.003869694
1.16145,0.003732136
1.16183,0
1.161836494,0
1.16221,0
1.16259,0
1.162935998,0
1.16298,0
1.16336,0
1.16374,0
1.164035501,0
1.16412,0
1.1645,0
1.16488,0
1.165135005,0
1.16527,0
1.16565,0
1.16603,0
1.166234508,0
1.16641,0
1.16679,0
1.16717,0
1.167334012,0
1.16756,0
1.16794,0
1.16832,0
1.168433516,0
1.1687,0
1.16908,0
1.16946,0
1.169533019,0
1.16985,0
1.17023,0
1.17061,0
1.170632523,0
1.17099,0
1.17137,0
1.171732026,0
1.17175,0
1.17214,0
1.17252,0
1.17283153,0
1.1729,0
1.17328,0
1.17366,0
1.173931033,0
1.17404,0
1.17443,0
1.17481,0
1.175030537,0
1.17519,0
1.17557,0
1.17595,0
1.17613004,0
1.17633,0
1.17672,0
1.1771,0
1.177229544,0
1.17748,0
1.17786,0
1.17824,0
1.178329048,0
1.17862,0
1.17901,0
1.17939,0
1.179428551,0
1.17977,0
1.18015,0
1.180528055,0
1.18053,0
1.18091,0
1.18129,0
1.181627558,0
1.18168,0
1.18206,0
1.18244,0
1.182727062,0
1.18282,0
1.1832,0
1.18358,0
1.183826565,0
1.18397,0
1.18435,0
1.18473,0
1.184926069,0
1.18511,0.004869676
1.18549,0.003204916
1.18587,0
1.186025572,0
1.18626,0
1.18664,0.00025611
1.18702,0.001214653
1.187125076,0
1.1874,0
1.18778,0
1.18816,0
1.18822458,0
1.18855,0
1.18893,0
1.18931,0
1.189324083,0
1.18969,0
1.19007,0
1.190423587,0
1.19045,0
1.19084,0
1.19122,0
1.19152309,0
1.1916,0
1.19198,0
1.19236,0
1.192622594,0
1.19274,0
1.19313,0
1.19351,0
1.193722097,0
1.19389,0
1.19427,0
1.19465,0
1.194821601,0
1.19503,0
1.19542,0
1.1958,0
1.195921104,0
1.19618,0
1.19656,0
1.19694,0
1.197020608,0
1.19732,0
1.19771,0
1.19809,0
1.198120112,0
1.19847,0
1.19885,0
1.199219615,0
1.19923,0
1.19961,0
1.2,0
1.200319119,0.002459978
1.20038,0
1.20076,0
1.20114,0
1.201418622,0
1.20152,0
1.2019,0
1.20229,0
1.202518126,0
1.20267,0
1.20305,0
1.20343,0
1.203617629,0
1.20381,0
1.20419,0
1.20458,0
1.204717133,0
1.20496,0
1.20534,0
1.20572,0
1.205816636,0
1.2061,0
1.20648,0
1.20686,0
1.20691614,0
1.20725,0
1.20763,0
1.20801,0
1.208015644,0
1.20839,0
